s3_image_path,s3_resized_image_path,s3_mask_path,caption,a1,a2,a3,a4
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000210.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000210.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000210.png,"Product placed on a white bed surrounded by a small pile of books, a dog and a woman in a white rob reading a book while petting the dog",a person laying on a bed reading a book.,there is a person laying on a bed with a book and a teddy bear,a person laying on a bed with a dog and a book,a person laying on a bed reading a book
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000211.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000211.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000211.png,Product placed on a hot pink surface with a patterned strip of paper in front of it on a hot pink background,this image may contain cosmetics and face cream,this is a close up of a jar of cream on a pink surface,a tube of clinique moisturizing cream on a pink background,a bottle of clinique moisturizing cream on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000212.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000212.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000212.png,"Product placed on a piece of staggered rock surrounded by a couple of blocks of wood, neem leaves, a golden mortar and a crushed herb in front of a light brown background",this image may contain bottle and shaker,there is a bottle of nyveraa oil next to a small plant,a bottle of lotion next to a fern,a bottle of shampoo sitting next to a fern leaf
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000213.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000213.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000213.png,"Product placed on brick of yellow, red and green color in front of a yellow background",this image may contain electronics headphones and headphones,there is a pair of headphones sitting on top of a colorful box,a pair of headphones sitting on top of a colorful background,two colorful headphones sitting on top of each other
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000214.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000214.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000214.png,Products placed on a glass table top surrounded by a floral card in front of a blended pink and purple background,this image may contain cosmetics and bottle,there are a lot of beauty products sitting on a table,a display of makeup products on a table,a display of cosmetics on a purple table
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000215.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000215.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000215.png,Product placed on off-white background,the benefits of turmeric and turmeric,there is a white bowl with spoons filled with spices and herbs on a white table,a bowl filled with spices and a spoon next to it,top view of spices in a mortar and pestle on a white background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000216.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000216.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000216.png,Products placed on a slippery white surface surrounded by oranges in front of a light pink background,two bottles of bath and body wash on a table with oranges in the background.,there are two bottles of lotion sitting next to each other on a table,two bottles of body wash next to a bunch of oranges,two bottles of shampoo sitting next to oranges
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000217.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000217.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000217.png,Products placed on a orange surface surrounded by oranges in front of a bright orange background,glow in the dark body lotion,there is a bottle of glow body wash and a bottle of oranges on a yellow background,a couple of bottles of body wash next to some lemons,two bottles of glow body wash on a yellow background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000218.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000218.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000218.png,Products placed on a mirror surface in front of a pink background,a box of kotex products on a pink background.,there are two boxes of kotex products on a pink background,two boxes of kotex pads sitting on a table,two boxes of kotex panty liners side by side
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000219.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000219.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000219.png,"Product surrounded by a couple of knitted pillow, a guitar neck and a woman legs with jeans",a woman laying on a bed with pillows and a guitar.,there is a woman laying on a bed with a guitar and music sheets,a person laying on a bed with some pillows and a guitar,a person laying on a bed surrounded by pillows
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000220.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000220.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000220.png,"Products placed a black surface with orange, pink and white colored circular patches besides them",this image may contain cosmetics and bottle,there are three different types of makeup on a black surface,a group of cosmetics sitting on top of a table,four different types of cosmetics on a black surface
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000221.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000221.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000221.png,Products placed on a light indigo colored surface surrounded by 4 other macaroons in front of a light indigo background,a stack of colorful macaroons on a white background,there are many different colored macarons stacked on top of each other,a stack of different colored macarons sitting on top of each other,a pile of colorful macaroons on a white table
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000222.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000222.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000222.png,Product placed on baby pink glossy box with another white perfume bottle with baby pink stripes placed on a baby pink surface below surrounded by a miniature metal skateboard and a rock of pink salt in front of a baby pink background,a collection of perfumes and a skateboard on a white table.,bottles of perfume and a pink donut sit on a white pedestal,three perfumes are displayed on a white pedestal,three bottles of perfume sitting on top of each other
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000223.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000223.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000223.png,Product placed on a plain pink surface surrounded by raspberries and held by a woman's hand with alot of rings in front of a plain pink background,this image may contain human person finger jewelry accessories and accessory,there is a woman holding a glass of wine with raspberries in it,a woman's hand reaching into a wine glass filled with raspberries,a woman putting raspberries into a wine glass
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000224.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000224.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000224.png,Product placed with golden frame around the screen on a gray and purple background,this image may contain electronics computer hardware and tabletop,there is a laptop computer sitting on top of a glass table,a close up of a flat screen tv on a table,a tv that is sitting on a black table
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000225.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000225.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000225.png,Product placed on a plain white surface with red liquid liquid spread over it,this image may contain cosmetics and lipstick,there is a lipstick that has been left on the table with a bite taken out of it,a close up of a lipstick on a piece of fruit,a red lipstick on a white surface
